% Stnr    År Mnd Dag Time(NMT)    TA                       
 68860 2013   9   2        14  13.1                 
 68860 2013   9   3        14  13.3                 
 68860 2013   9   4        14  17.5                 
 68860 2013   9   5        14  18.7                 
 68860 2013   9   6        14  21.2                 
 68860 2013   9   7        14  14.9                 
 68860 2013   9   8        14  19.3                 
 68860 2013   9   9        14  23.4                 
 68860 2013   9  10        14  17.2                  
 68860 2013   9  11        14  14.4                  
 68860 2013   9  12        14  15.3                  
 68860 2013   9  13        14  15.5                  
 68860 2013   9  14        14  14.2                  
 68860 2013   9  15        14  18.6                  
 68860 2013   9  16        14  15.0                  
 68860 2013   9  17        14  15.1                  
 68860 2013   9  18        14  15.7                  
 68860 2013   9  19        14  12.5                  
 68860 2013   9  20        14  13.1                  
 68860 2013   9  21        14   9.3                 
 68860 2013   9  22        14   9.7                 
 68860 2013   9  23        14  10.7                  
 68860 2013   9  24        14   9.1                 
 68860 2013   9  25        14   8.8                 
 68860 2013   9  26        14   8.7                 
 68860 2013   9  27        14   9.7                 
 68860 2013   9  28        14  11.4                  
 68860 2013   9  29        14   8.7                 
 68860 2013   9  30        14  10.2                  
 68860 2013  10   1        14  10.7                  
 68860 2013  10   2        14   8.7                 
 68860 2013  10   3        14   8.2                 
 68860 2013  10   4        14  15.0                  
 68860 2013  10   5        14  11.5                  
 68860 2013  10   6        14  13.0                  
 68860 2013  10   7        14  11.1                  
 68860 2013  10   8        14  10.6                  
 68860 2013  10   9        14   7.8                 
 68860 2013  10  10        14   8.3                  
 68860 2013  10  11        14   8.5                  
 68860 2013  10  12        14   8.9                  
 68860 2013  10  13        14   9.3                  
 68860 2013  10  14        14   7.2                  
 68860 2013  10  15        14   5.1                  
 68860 2013  10  16        14   4.0                  
 68860 2013  10  17        14   4.6                  
 68860 2013  10  18        14   2.2                  
 68860 2013  10  19        14   3.0                  
 68860 2013  10  20        14   2.1                  
 68860 2013  10  21        14   5.4                  
 68860 2013  10  22        14   6.5                  
 68860 2013  10  23        14   9.9                  
 68860 2013  10  24        14  10.8                   
 68860 2013  10  25        14   6.3                  
 68860 2013  10  26        14   7.6                  
 68860 2013  10  27        14   8.4                  
 68860 2013  10  28        14   8.3                  
 68860 2013  10  29        14   6.2                  
 68860 2013  10  30        14   4.0                  
 68860 2013  10  31        14   8.5                  
 68860 2013  11   1        14   5.9                 
 68860 2013  11   2        14   7.1                 
 68860 2013  11   3        14   6.5                 
 68860 2013  11   4        14   5.9                 
 68860 2013  11   5        14   4.1                 
 68860 2013  11   6        14   5.0                 
 68860 2013  11   7        14   1.3                 
 68860 2013  11   8        14   2.3                 
 68860 2013  11   9        14   3.3                 
 68860 2013  11  10        14   3.3                  
 68860 2013  11  11        14   2.7                  
 68860 2013  11  12        14   5.0                  
 68860 2013  11  13        14   4.2                  
 68860 2013  11  14        14   3.5                  
 68860 2013  11  15        14   5.7                  
 68860 2013  11  16        14  11.4                   
 68860 2013  11  17        14   1.9                  
 68860 2013  11  18        14   3.8                  
 68860 2013  11  19        14   0.3                  
 68860 2013  11  20        14  -2.6                   
 68860 2013  11  21        14  -4.7                   
 68860 2013  11  22        14   0.3                  
 68860 2013  11  23        14   2.3                  
 68860 2013  11  24        14   0.6                  
 68860 2013  11  25        14   0.6                  
 68860 2013  11  26        14   5.6                  
 68860 2013  11  27        14   6.5                  
 68860 2013  11  28        14   5.4                  
 68860 2013  11  29        14   0.1                  
 68860 2013  11  30        14   1.3                  
 68860 2013  12   1        14   2.0                 
 68860 2013  12   2        14   6.7                 
 68860 2013  12   3        14   1.6                 
 68860 2013  12   4        14   0.4                 
 68860 2013  12   5        14  -4.5                  
 68860 2013  12   6        14  -2.0                  
 68860 2013  12   7        14  -3.3                  
 68860 2013  12   8        14  -5.8                  
 68860 2013  12   9        14  -2.4                  
 68860 2013  12  10        14   3.2                  
 68860 2013  12  11        14   9.4                  
